Código INFOBRAS,Código Único de Inversión,Código SNIP,Nombre de la obra,Modalidad de ejecución,Estado de obra,Fecha de Inicio,Monto Expediente Técnico,Distrito,Provincia,Región
88927,0,0,CONSTRUCCION DEL CENTRO CIVICO DE GOYLLARISQUIZGA DISTRITO DE GOYLLARISQUIZGA PROVINCIA DANIEL ALCIDES CARRION REGION PASCO SEGUNDA ETAPA,Contrata,Finalizado,18/10/2018 00:00:00,924143.37,GOYLLARISQUIZGA,DANIEL ALCIDES CARRION,PASCO
88923,0,0,"REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN LOS TRAMOS: CC.NN. SAN PEDRO CC.NN. CENTRO UNIÓN, CC.NN. CENTRO UNIÓN CC.NN. SAN JUAN DE DIOS, DISTRITO DE PUERTO BERMÚDEZ, PROVINCIA DE OXAPAMPA, REGIÓN PASCO",Contrata,Finalizado,19/10/2018 00:00:00,393962.37,OXAPAMPA,OXAPAMPA,PASCO
88905,2284965,327213,"CREACION DE CERCO PERIMETRICO DEL CEMENTERIO GENERAL DEL ANEXO DE PUMACAYAN, DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PASCO - PASCO",Contrata,Finalizado,2/01/2019 00:00:00,478112.15,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
88903,2218912,221966,"CREACION DE PISTAS Y VEREDAS DE LOS JIRONES 03 DE OCTUBRE, LIBERTAD, SHOGLISHA, CALLE DANIEL CARRION Y EL ENTORNO DEL PARQUE CENTRAL DE LA LOCALIDAD DE LOS ANGELES DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN, PASCO - PASCO",Contrata,Finalizado,7/11/2018 00:00:00,876437.65,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
88825,2428159,2428159,CREACIÓN DEL PUENTE VEHICULAR SOBRE EL RÍO MAYRO EN EL CENTRO POBLADO SAN CRISTOBAL DEL DISTRITO DE PALCAZU - PROVINCIA DE OXAPAMPA - PASCO,Contrata,Finalizado,21/11/2018 00:00:00,1364294.88,PALCAZU,OXAPAMPA,PASCO
88815,2428193,2428193,"CREACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN DE EXCRETAS EN EL SECTOR SANTA TERESA , DISTRITO DE PALCAZU - OXAPAMPA - PASCO.",Contrata,Finalizado,15/10/2018 00:00:00,243116.20,PALCAZU,OXAPAMPA,PASCO
88582,2306769,345487,"MEJORAMIENTO DE LA LOSA DEPORTIVA CON GRASS SINTETICO DE LA LOCALIDAD DE SAN PEDRO DE RACCO, DEL DISTRITO DE SIMÓN BOLÍVAR PASCO PASCO",Contrata,Finalizado,1/11/2018 00:00:00,237739.50,,PASCO,PASCO
88502,0,0,"Ejecución de Obra: CREACION DE LETRINAS Y MEJORAMIENTO DEL SISTEMA DEL AGUA POTABLE DE LA LOCALIDAD DE VISTA ALEGRE DISTRITO DE HUANCABAMBA, PROVINCIA DE OXAPAMPA REGION DE PASCO.",Contrata,Finalizado,8/10/2018 00:00:00,188508.90,HUANCABAMBA,OXAPAMPA,PASCO
88422,2337311,376309,MEJORAMIENTO DEL PONTON PEATONAL Y VEHICULAR EN EL ANEXO MARIACTINGO DISTRITO DE YANACANCHA PASCO PASCO,Contrata,Finalizado,15/10/2018 00:00:00,158663.66,YANACANCHA,PASCO,PASCO
88418,2248426,308269,"MEJORAMIENTO DEL SISTEMA DE AGUA E INSTALACIÓN DE LETRINAS EN LA COMUNIDAD CAMPESINA DE JARAPAMPA, DISTRITO DE YANACANCHA - PASCO - PASCO",Contrata,Finalizado,17/10/2018 00:00:00,581594.58,YANACANCHA,PASCO,PASCO
88322,2281102,322645,"EJECUCIÓN DE OBRA: SISTEMA DE UTILIZACIÓN DE MEDIA TENSION 22.9 KV CORRESPONDIENTE A LA OBRA CREACIÓN DE SERVICIOS TECNOLÓGICOS PARA LAS CADENAS PRODUCTIVAS DEL CAFÉ, CACAO Y FRUTAS DEL SECTOR AGROINDUSTRIAL EN LA ZONA DE SANTA LUCÍA, PROVINCIAS DE LEONCIO PRADO Y AMBO EN EL DEPARTAMENTO DE HUÁNUCO Y EN LA PROVINCIA DE OXAPAMPA EN EL DEPARTAMENTO DE PASCO - SEDE OXAPAMPA",Contrata,Finalizado,4/08/2018 00:00:00,139377.91,OXAPAMPA,OXAPAMPA,PASCO
88321,2398551,2398551,MEJORAMIENTO Y AMPLIACION DE AGUA POTABLE EN EL CENTRO POBLADO DE PITIGCHACA - DISTRITO DE SANTA ANA DE TUSI - PROVINCIA DE DANIEL ALCIDES CARRION - REGIÓN PASCO,Contrata,Finalizado,23/10/2018 00:00:00,210700.56,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
88119,0,0,CONSTRUCCION DE LA LOSA DEPORTIVA DE ACOMAYO DEL CENTRO POBLADO DE LUCMA DEL DISTRITO DE HUACHON - PASCO - PASCO,Contrata,Sin Ejecución,"","",HUACHON,PASCO,PASCO
88027,2291109,332597,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA JARDÍN DE NIÑOS JOSE CARLOS MAREATEGUI, SECTOR 2, DISTRITO DE SIMÓN BOLÍVAR - PASCO - PASCO",Contrata,Finalizado,24/10/2018 00:00:00,849444.12,,PASCO,PASCO
88023,2320235,357278,"CREACIÓN DEL PARQUE INFANTIL EN EL CENTRO POBLADO DE SACRA FAMILIA, DISTRITO DE SIMÓN BOLÍVAR - PASCO - PASCO.",Contrata,Finalizado,25/09/2018 00:00:00,868239.28,,PASCO,PASCO
87939,2337311,376309,"MEJORAMIENTO DEL PONTÓN PEATONAL Y VEHICULAR EN EL ANEXO MARIACTINGO, DISTRITO DE YANACANCHA - PASCO - PASCO",Contrata,Finalizado,15/10/2018 00:00:00,158664.16,YANACANCHA,PASCO,PASCO
87853,2400377,2400377,MEJORAMIENTO Y AMPLIACION DE CEMENTERIO MUNICIPAL DEL DISTRITO DE NINACACA PROVINCIA DE PASCO REGION PASCO,Contrata,Finalizado,14/10/2018 00:00:00,458473.15,NINACACA,PASCO,PASCO
87819,2380785,2380785,"""RECUPERACIÓN DE LA COBERTURA FORESTAL EN LA ZONA DE INTERES HIDRICO DE LA CIUDAD DE OXAPAMPA, DISTRITO OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO""",Administración directa,Finalizado,30/09/2017 00:00:00,1198703.94,OXAPAMPA,OXAPAMPA,PASCO
87675,2308015,346578,"ELABORACIÓN DEL EXPEDIENTE TÉCNICO DENOMINADO: MEJORAMIENTO DE LA GESTION COMPETITIVA PARA EL DESARROLLO PECUARIO DE LAS COMUNIDADES CAMPESINAS, DISTRITO DE SIMÓN BOLÍVAR - PASCO - PASCO.",Contrata,Sin Ejecución,"",412020095.29,,PASCO,PASCO
87602,2378060,386795,"CREACION DE INFRAESTRUCTURA DEPORTIVA EN EL CENTRO POBLADO DE SAN GREGORIO DE HUAMANMARCA CASERIO 30 DE AGOSTO, DISTRITO DE TICLACAYAN - PASCO - PASCO",Contrata,Finalizado,13/12/2018 00:00:00,1182859.94,TICLACAYAN,PASCO,PASCO
87502,2339118,377987,"MEJORAMIENTO DEL ORNATO PUBLICO EN EL BARRIO CHIHUANHUAY, DISTRITO DE TICLACAYAN - PASCO - PASCO",Contrata,Finalizado,3/12/2018 00:00:00,274883.09,TICLACAYAN,PASCO,PASCO
87501,2248994,309636,MEJORAMIENTO DE LAS CONDICIONES DEL CAMPO DEPORTIVO DEL CENTRO POBLADO DE PUCURHUAY DISTRITO DE TICLACAYAN PASCO-PASCO,Contrata,Finalizado,23/11/2018 00:00:00,898516.07,TICLACAYAN,PASCO,PASCO
87458,2406054,2406054,CONSTRUCCION DE TECHOS DUROS EN EL ESTABLECIMIENTO DE SALUD DE PALLANCHACRA,Contrata,Finalizado,15/11/2018 00:00:00,469064.47,PALLANCHACRA,PASCO,PASCO
87396,2160677,225758,EJECUCIÓN DE SALDO DE OBRA: INSTALACIÓN Y EQUIPAMIENTO A LAS INSTITUCIONES EDUCATIVAS FOCALIZADAS DEL NIVEL INICIAL EN EL MARCO DEL PELA EN EBR- AMPLIACIÓN DE COBERTURA DE LA RED N° 2 - PASCO,Contrata,Finalizado,1/05/2019 00:00:00,8614734.82,,PASCO,PASCO
87321,2353253,384624,"CREACION DEL LOCAL DE USOS MÚLTIPLES DEL CASERÍO DE 8 DE OCTUBRE, DISTRITO DE SANTA ANA DE TUSI - DANIEL ALCIDES CARRION - PASCO",Contrata,Finalizado,28/09/2018 00:00:00,379449.65,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
87318,2326655,363172,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL GOTITAS DE LAGRIMA DEL BARRIO SAN JUAN DE CHORA, DISTRITO DE SANTA ANA DE TUSI - DANIEL ALCIDES CARRION - PASCO",Contrata,Finalizado,6/08/2020 00:00:00,629398.79,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
87317,2353315,384663,"CREACION DE LOSA DEPORTIVA CON GRASS SINTETICO EN EL CENTRO POBLADO DE ANTAPIRCA, DISTRITO DE SANTA ANA DE TUSI - DANIEL ALCIDES CARRION - PASCO.",Contrata,Sin Ejecución,"","",SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
87312,2365164,385419,"MEJORAMIENTO Y REMODELACION DE LA PLAZA PRINCIPAL DE SANTA ANA DE TUSI, DISTRITO DE SANTA ANA DE TUSI - DANIEL ALCIDES CARRION - PASCO",Contrata,Sin Ejecución,"","",SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
87278,2078007,15357,EJECUCIÓN DE SALDO DE OBRA: CONSTRUCCIÓN CAMINO VECINAL TOMACONGA - SUNEC,Contrata,Finalizado,30/05/2019 00:00:00,9715482.92,,,PASCO
87263,2380811,2380811,"AMPLIACION DE LAS CALLES SANTA ROSA, JIRON JUNIN, PASAJE LIMA Y JUNIN DE LA LOCALIDAD DE YARUSYACAN, DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN, PROVINCIA DE PASCO - PASCO",Contrata,Sin Ejecución,"",305999.38,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
87261,2381760,2381760,"AMPLIACIÓN MARGINAL DE LA INFRAESTRUCTURA DEL TERMINAL TERRESTRE INTER PROVINCIAL DE PASCO DEL DISTRITO DE CHAUPIMARCA, PROVINCIA PASCO - PASCO",Administración directa,Finalizado,21/02/2018 00:00:00,460308.36,CHAUPIMARCA,PASCO,PASCO
87222,2265330,317573,"MEJORAMIENTO DE VÍAS CON GRADERÍAS Y MUROS DE CONTENCION EN EL JIRÓN ARICA , DEL SECTOR I DEL AA.HH. TAHUANTINSUYO, DISTRITO CHAUPIMARCA, PROVINCIA DE PASCO - PASCO",Administración directa,Finalizado,18/06/2018 00:00:00,191369.04,CHAUPIMARCA,PASCO,PASCO
87176,2407466,2407466,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AV. FRATERNIDAD CUADRA 07, JR. DOS DE MAYO CUADRA 04, PSJE SAN ANTONIO DEL BARRIO COLLANA - DISTRITO DE PAUCARTAMBO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Contrata,Finalizado,24/09/2018 00:00:00,1398023.99,PAUCARTAMBO,PASCO,PASCO
87102,2377843,386651,"CREACION DEL LOCAL COMUNAL DE USOS MULTIPLES DEL BARRIO SAN JUAN DE CHORA, DISTRITO DE SANTA ANA DE TUSI - DANIEL ALCIDES CARRION - PASCO",Contrata,Sin Ejecución,"","",SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
86934,2326938,363433,"CREACION DE PARQUE INFANTIL AA.HH. JOSE CARLOS MARIATEGUI, CALLE AMAUTA SECTOR 2, DISTRITO DE SIMON BOLIVAR, PROVINCIA DE PASCO - PASCO",Contrata,Finalizado,23/05/2018 00:00:00,140043.96,SIMON BOLIVAR,PASCO,PASCO
86803,2160597,209934,AMPLIACIÓN Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LAS ZONAS URBANAS DE CHURUMAZU - DISTRITO CHONTABAMBA - OXAPAMPA - PASCO,Contrata,Finalizado,19/03/2019 00:00:00,3245482.61,CHONTABAMBA,OXAPAMPA,PASCO
86659,0,0,CONSTRUCCION DEL COLISEO POLIDEPORTIVO DEL DISTRITO DE HUACHON PROVINCIA Y REGION PASCO III ETAPA.,Contrata,Sin Ejecución,"","",HUACHON,PASCO,PASCO
86530,2325635,362275,"MEJORAMIENTO RECUPERACION DE SERVICIOS EN EL PARQUE RELOJ DE CAMPANA, DISTRITO DE YANACANCHA-PASCO-PASCO",Contrata,Finalizado,7/11/2018 00:00:00,431772.42,YANACANCHA,PASCO,PASCO
86447,2308230,337987,"CREACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS CASERÍOS DE ANDAHUAYLA, COLQUIPUCRO, HUACHUACOCHA, LUCMAPAMPA Y MANTACOCHA, DISTRITO DE SAN PEDRO DE PILLAO - DANIEL ALCIDES CARRION - PASCO",Contrata,Finalizado,12/11/2018 00:00:00,3150805.22,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO
86385,0,0,"MEJORAMIENTO DEL CEMENTERIO MUNICIPAL DEL SECTOR DE CHURUMAZÚ, DISTRITO DE CHONTABAMBA, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO",Administración directa,En Ejecución,25/06/2018 00:00:00,32555.50,CHONTABAMBA,OXAPAMPA,PASCO
86270,2379690,2379690,CREACION DEL MURO DE CONTENCION EN LA LOCALIDAD DE HUICHPIN DISTRITO DE PALLANCHACRA - PASCO - PASCO,Contrata,Finalizado,15/10/2018 00:00:00,145803.61,PALLANCHACRA,PASCO,PASCO
86174,2276402,314590,"INSTALACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN EL SECTOR LLAMAQUIZU, MARGEN DERECHA DEL RIO LLAMAQUIZU (PROGRESIVA 0 00 0 105), DISTRITO DE OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO",Administración directa,Finalizado,19/06/2018 00:00:00,475660.56,OXAPAMPA,OXAPAMPA,PASCO
86076,2324328,361167,"MEJORAMIENTO Y AMPLIACIÓN DEL CAMINO VECINAL EMP-PE-5N (PÚELLAS)-PTA CARRETERA (ALTO PUELLAS), DISTRITO DE VILLA RICA - OXAPAMPA - PASCO",Administración directa,En Ejecución,17/01/2018 00:00:00,703974.73,VILLA RICA,OXAPAMPA,PASCO
86058,0,0,"REHABILITACIÓN DE LA CARRETERA VECINAL TRAMO PUENTE SUAREZ-LA FLORIDA-EL TUNQUI-CHURUMAZÚ-II ETAPA, DEL DISTRITO DE CHONTABAMBA, PROVINCIA DE OXAPAMPA, PASCO",Administración directa,Finalizado,22/06/2018 00:00:00,53811.77,CHONTABAMBA,OXAPAMPA,PASCO
85936,0,0,MEJORAMIENTO DE LA CRIANZA E INFRAESTRUCTURA PRODUCTIVA DE OVINOS EN LA LOCALIDAD SAN JUAN BAUTISTA DE GOYLLARISQUIZGA - DISTRITO DE GOYLLARISQUIZGA - PROVINCIA DE DANIEL ALCIDES CARRION - REGION PASCO,Administración directa,Sin Ejecución,"","",GOYLLARISQUIZGA,DANIEL ALCIDES CARRION,PASCO
85920,2321766,358728,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL JIRÓN LOECHLE, DISTRITO DE OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO",Contrata,Finalizado,7/12/2018 00:00:00,4154029.79,OXAPAMPA,OXAPAMPA,PASCO
85867,2161451,219262,"INSTALACIÓN DEL SERVICIO DEL ALMACENAMIENTO DE AGUA EN LAS LAGUNAS HUIROCOCHA Y GOCHUCHUPAN, CON FINES DE RIEGO TECNIFICADO DE LOS LUGARES DE SEMBRIO DE SECCEPATA, ANTUCUY, YAHUAY, ISHAC Y SANTA CRUZ DEL DISTRITO DE PAUCARTAMBO, PROVINCIA DE PASCO, REGIÓN PASCO",Contrata,Sin Ejecución,"","",PAUCARTAMBO,PASCO,PASCO
85828,2337224,376231,MEJORAMIENTO Y REHABILITACIÓN DE LA CARRETERA AYARACRA- PUCARA (L19437KM),Contrata,Sin Ejecución,"","",,,PASCO
85794,2307390,346044,"AMPLIACION Y MEJORAMIENTO DEL CERCO PERIMETRICO DEL CEMENTERIO GENERAL DEL CENTRO POBLADO DE BELLAVISTA , DISTRITO DE PAUCARTAMBO - PASCO - PASCO",Contrata,Finalizado,6/09/2018 00:00:00,424136.97,PAUCARTAMBO,PASCO,PASCO
85788,2160597,209934,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LAS ZONAS URBANAS DE CHURUMAZU, DISTRITO CHONTABAMBA - OXPAMPA",Contrata,Sin Ejecución,"","",CHONTABAMBA,OXAPAMPA,PASCO
85763,2401219,289652,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA DE LA I.E. 34632, SECTOR SAN JUAN DE CHEMILLEN, DISTRITO DE PALCAZU - OXAPAMPA - PASCO",Contrata,Finalizado,10/09/2018 00:00:00,260719.13,PALCAZU,OXAPAMPA,PASCO
85714,2240781,278857,"CREACIÓN DE PISTAS, VEREDAS Y GRADERÍAS DEL PASAJE UNANUE CUADRAS 1 Y 2 DEL BARRIO DE HUALGAYGAGA, DISTRITO DE HUAYLLAY - PASCO - PASCO",Contrata,Sin Ejecución,"",986972.08,HUAYLLAY,PASCO,PASCO
85711,2240087,275642,"CONSTRUCCIÓN DE PISTAS Y VEREDAS DEL JR. YANGAS DE LA LOCALIDAD DE HUAYLLAY, DISTRITO DE HUAYLLAY - PASCO - PASCO",Contrata,Sin Ejecución,"",773131.47,HUAYLLAY,PASCO,PASCO
85710,2379692,2379692,"AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN EL CASERÍO LA HUECA DISTRITO DE HUAYLLAY - PROVINCIA Y REGIÓN - PASCO",Contrata,Sin Ejecución,"",613424.29,HUAYLLAY,PASCO,PASCO
85707,2403716,2403716,CREACION DE TROCHA CARROZABLE ALLALLAN ¿ CHAQUICOCHA DE LA LOCALIDAD DE PAUCARTAMBO - DISTRITO DE PAUCARTAMBO - PROVINCIA DE PASCO - REGIÓN PASCO,Contrata,Finalizado,3/09/2018 00:00:00,514364.62,PAUCARTAMBO,PASCO,PASCO
85705,2375298,2375298,CREACIÓN DE LA LOZA DEPORTIVA EN EL CASERÍO LA CRUZADA DEL DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - REGION PASCO,Contrata,Sin Ejecución,"",222948.61,HUAYLLAY,PASCO,PASCO
85703,2403052,2403052,CREACIÓN DE LA LOSA DEPORTIVA DEL BARRIO DE SAN CRISTOBAL - DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - REGIÓN PASCO,Contrata,Sin Ejecución,"",166332.54,HUAYLLAY,PASCO,PASCO
85696,2406824,2406824,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE PRINCIPAL DEL ANEXO DE TAMBILLO DEL CENTRO POBLADO DE HUALLAMAYO - DISTRITO DE PAUCARTAMBO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,3/09/2018 00:00:00,528128.11,PAUCARTAMBO,PASCO,PASCO
85694,2374978,2374978,"CREACIÓN DE PISTAS Y VEREDAS DEL JR. ALFONSO UGARTE DE LA LOCALIDAD DE HUAYLLAY, DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - REGIÓN PASCO",Contrata,Sin Ejecución,"",129116.46,HUAYLLAY,PASCO,PASCO
85692,2375072,2375072,"CREACIÓN DE PISTAS Y VEREDAS DEL INGRESO A LA PNP, BARRIO HUALGAYGAGA, DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - REGIÓN PASCO",Contrata,Sin Ejecución,"",310568.56,HUAYLLAY,PASCO,PASCO
85515,2375790,2375790,CREACION DE UN ESPACIO DEPORTIVO DE GRASS SINTETICO EN LA LOCALIDAD DE CHANGO DEL DISTRITO DE CHACAYAN - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,1/10/2018 00:00:00,105742.86,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
85412,2300228,332768,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DE SEGUNDO NIVEL DE COMPLEJIDAD 1-3 DEL CC.PP. DE PARAGSHA, DISTRITO DE SIMON BOLIVAR - PASCO - PASCO.",Contrata,Finalizado,22/09/2018 00:00:00,4835510.34,SIMON BOLIVAR,PASCO,PASCO
85151,2319502,356441,"INSTALACIÓN DE LOSA DE RECREACIÓN MULTIUSOS EN EL CENTRO POBLADO ACOBAMBA, SECTOR 1, DISTRITO DE HUARIACA-PASCO-PASCO",Administración directa,Finalizado,14/06/2018 00:00:00,527281.48,HUARIACA,PASCO,PASCO
85142,2414835,2414835,MEJORAMIENTO DE LAS CONDICIONES DEL CAMPO DEPORTIVO EN EL CENTRO POBLADO DE JUNIPALCA - DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PROVINCIA DE,Contrata,Finalizado,8/12/2018 00:00:00,4196078.61,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
85116,2320843,357876,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCIÓN EDUCATIVA PRIMAVERA DE LA LOCALIDAD DE YANAHUANCA, DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION - PASCO",Contrata,Finalizado,28/12/2019 00:00:00,1958014.21,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
85045,2211489,197110,"MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA I.E. 35001 CIPRIANO PROAÑO DE NIVEL INICIAL Y PRIMARIA DISTRITO DE CHAUPIMARCA, PROVINCIA DE PASCO - PASCO",Contrata,Finalizado,26/01/2018 00:00:00,3963274.04,CHAUPIMARCA,PASCO,PASCO
84936,2231520,230982,"MEJORAMIENTO DEL PUENTE USHUN DEL CENTRO POBLADO DE LUCMA, DISTRITO DE HUACHON, PROVINCIA PASCO, REGION PASCO",Contrata,Finalizado,11/12/2019 00:00:00,6537074.64,HUACHON,PASCO,PASCO
84852,2313092,350215,MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA Y DESAGÜE DE LOS 5 BARRIOS DE LA LOCALIDAD DE CAJAMARQUILLA - DISTRITO DE YANACANCHA - PASCO,Administración directa,En Ejecución,1/12/2021 00:00:00,4546130.98,YANACANCHA,PASCO,PASCO
84836,2387825,2387825,"MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DE SERVICIO DE LA MUNICIPALIDAD DISTRITAL DE HUAYLLAY, PASCO - PASCO",Contrata,Sin Ejecución,"",345826.86,HUAYLLAY,PASCO,PASCO
84788,2234833,247295,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE LOS CETPROS NO ATENDIDOS EN LOS DISTRITOS DE SIMÓN BOLÍVAR, TICLACAYAN, NINACACA, TINYAHUARCO, HUACHÓN, HUARIACA, YANACANCHA Y HUAYLLAY - PROVINCIA PASCO - REGIÓN PASCO",Contrata,Sin Ejecución,"","",YANACANCHA,PASCO,PASCO
84779,2399772,2399772,"EJECUCION DE LA OBRA: CONSTRUCCIÓN DE MURO EN LA LOCALIDAD DE TAPUC, DANIEL ALCIDES CARRION - PASCO",Contrata,Sin Ejecución,"",184402.26,TAPUC,DANIEL ALCIDES CARRION,PASCO
84761,0,0,"CONSTRUCCIÓN DEL COLISEO POLIDEPORTIVO EN EL CENTRO POBLADO DE QUIPARACRA, DISTRITO DE HUACHON, PROVINCIA Y REGIÓN PASO III ETAPA.",Contrata,Sin Ejecución,"","",HUACHON,PASCO,PASCO
84683,2380892,2380892,CREACION DEL LOCAL DE USOS MULTIPLES DE LA COMUNIDAD CAMPESINA DE JURAUNIYOC DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN,Contrata,Finalizado,28/11/2023 00:00:00,1225263.78,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
84681,2414835,2414835,MEJORAMIENTO DE LAS CONDICIONES DEL CAMPO DEPORTIVO EN EL CENTRO POBLADO DE JUNIPALCA - DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,19/07/2018 00:00:00,4196078.61,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
84671,2371258,2371258,CREACION DEL CERCO PERIMETRICO DEL ESTADIO MUNICIPAL DE LA LOCALIDAD DE CHANGO DEL DISTRITO DE CHACAYAN - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO,Contrata,Finalizado,24/08/2018 00:00:00,155667.25,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
84586,2320634,357679,"CREACION DE TROCHA CARROZABLE AUQUIMARCA A CHINCHE DEL CENTRO POBLADO DE AUQUIMARCA DEL, DISTRITO DE PAUCARTAMBO - PASCO - PASCO",Contrata,Finalizado,16/10/2018 00:00:00,6942126.09,PAUCARTAMBO,PASCO,PASCO
84567,2297261,340673,"MEJORAMIENTO DE LAS CALLES LAS AZUCENAS, LAS AMAPOLAS, LAS VIOLETAS, (SECTOR 3) LAS ACACIAS, LOS GLADIOLOS TAMBO (SECTOR 5) DE LA LOCALIDAD DE HUANCABAMBA DISTRITO DE HUANCABAMBA OXAPAMPA PASCO",Contrata,Finalizado,18/12/2018 00:00:00,2722652.81,HUANCABAMBA,OXAPAMPA,PASCO
84347,2403597,2403597,"CREACION DEL MERCADO MODELO EN LA LOCALIDAD DE CONSTITUCION - DISTRITO DE CONSTITUCION - OXAPAMPA - PASCO, PRIMERA ETAPA",Administración directa,Finalizado,1/10/2018 00:00:00,1902500.92,CONSTITUCION,OXAPAMPA,PASCO
84342,2308413,346930,INSTALACION DE LA LOSA RECREACION MULTIUSOS DE LA LOCALIDAD DE HUANCABAMBA DISTRITO DE HUANCABAMBA PROVINCIA DE OXAPAMPA REGION DE PASCO,Contrata,Finalizado,22/08/2018 00:00:00,415052.36,HUANCABAMBA,OXAPAMPA,PASCO
83922,2384827,2384827,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD PEATONAL Y VEHICULAR DEL JR. EULOGIO FERNANDINI, JR. TACNA, JR. AZANGARO, PSJE. AZANGARO, PSJE. N°1, JR. LIMA, JR. TEOFILO MORALES JANAMPA, JR. LOS ANGELES, JR. DESAMPARADOS, Y JR. GRAU DE LA COMUNIDAD CAMPESINA DE HUARAUCACA, DISTRITO DE TINYAHUARCO, PROVINCIA DE PASCO - REGION PASCO - I ETAPA",Contrata,Finalizado,17/07/2018 00:00:00,693914.81,TINYAHUARCO,PASCO,PASCO
83875,2340105,2340105,MEJORAMIENTO DE LOSA MULTIDEPORTIVA EN LA LOCALIDAD DE COYAS - DISTRITO DE YANAHUANCA - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO PASCO,Administración directa,Finalizado,28/05/2018 00:00:00,313490.54,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
